Plot,Elevation,Year,Taxon,Shade Tolerance,Fire Tolerance,Biogeographical Association,Layer,Class,% Cover
A41,2270,1969,Lewisia cotyledon,I,NA,NA,herb,3,NA
B04,2243,1969,Lewisia cotyledon,I,NA,NA,herb,3,NA
B10,2225,1969,Lewisia cotyledon,I,NA,NA,herb,3,NA
B33,2139,1969,Lewisia cotyledon,I,NA,NA,herb,2,NA
B34,2212,1969,Lewisia cotyledon,I,NA,NA,herb,2,NA
A41,2270,2024,Lewisia cotyledon,I,NA,NA,herb,2,0.2
A96,2280,2024,Lewisia cotyledon,I,NA,NA,herb,2,0.2
B04,2243,2024,Lewisia cotyledon,I,NA,NA,herb,2,0.2
B33,2139,2024,Lewisia cotyledon,I,NA,NA,herb,2,0.2
B34,2212,2024,Lewisia cotyledon,I,NA,NA,herb,2,0.2
B35,2178,2024,Lewisia cotyledon,I,NA,NA,herb,2,0.2
B40,2052,2024,Lewisia cotyledon,I,NA,NA,herb,2,0.2
A62,2135,1969,Lewisia leeana,I,NA,NA,herb,1,NA
A66,2148,1969,Lewisia leeana,I,NA,NA,herb,2,NA
B17,2261,1969,Lewisia leeana,I,NA,NA,herb,2,NA
B19,2140,1969,Lewisia leeana,I,NA,NA,herb,2,NA
B59,2107,1969,Lewisia leeana,I,NA,NA,herb,2,NA
B60,2283,1969,Lewisia leeana,I,NA,NA,herb,3,NA
A62,2135,2024,Lewisia leeana,I,NA,NA,herb,2,0.2
A66,2148,2024,Lewisia leeana,I,NA,NA,herb,2,0.2
A69,2172,2024,Lewisia leeana,I,NA,NA,herb,2,0.2
A71,2142,2024,Lewisia leeana,I,NA,NA,herb,2,0.2
B10,2225,2024,Lewisia leeana,I,NA,NA,herb,2,0.2
B19,2140,2024,Lewisia leeana,I,NA,NA,herb,2,0.2
B33,2139,2024,Lewisia leeana,I,NA,NA,herb,2,1
B40,2052,2024,Lewisia leeana,I,NA,NA,herb,2,0.2
B59,2107,2024,Lewisia leeana,I,NA,NA,herb,2,1
B60,2283,2024,Lewisia leeana,I,NA,NA,herb,2,0.2
A69,2172,2024,Lewisia sp.,NA,NA,NA,herb,2,0.2
B70,1826,1969,Liliaceae sp.,NA,NA,N,herb,3,NA
B70,1826,1969,Liliaceae sp.,NA,NA,N,herb,3,NA
B77,1868,2024,Liliaceae sp.,NA,NA,N,herb,2,0.2
B68,1987,1969,Lilium sp.,NA,NA,N,herb,3,NA
B71,1690,1969,Lilium sp.,NA,NA,N,herb,2,NA
A10,1304,1969,Lilium sp.,NA,NA,N,herb,1,NA
A69,2172,1969,Lilium sp.,NA,NA,N,herb,2,NA
B10,2225,1969,Lilium sp.,NA,NA,N,herb,3,NA
B69,1925,1969,Lilium sp.,NA,NA,N,herb,2,NA
B82,2034,1969,Lilium sp.,NA,NA,N,herb,3,NA
A36,1926,2024,Lilium sp.,NA,NA,N,herb,2,0.2
A82,1992,2024,Lilium sp.,NA,NA,N,herb,2,0.2
B49,2026,2024,Lilium sp.,NA,NA,N,herb,2,0.2
B68,1987,2024,Lilium sp.,NA,NA,N,herb,2,0.2
B82,2034,2024,Lilium sp.,NA,NA,N,herb,2,0.2
A10,1304,2024,Lilium sp.,NA,NA,N,herb,2,0.2
A35,1797,2024,Lilium sp.,NA,NA,N,herb,1,0.2
A84,1973,2024,Lilium sp.,NA,NA,N,herb,2,0.2
A85,1940,2024,Lilium sp.,NA,NA,N,herb,2,0.2
A88,1790,2024,Lilium sp.,NA,NA,N,herb,2,0.2
A89,1809,2024,Lilium sp.,NA,NA,N,herb,2,0.2
A91,1882,2024,Lilium sp.,NA,NA,N,herb,1,0.2
B54,1953,2024,Lilium sp.,NA,NA,N,herb,2,0.2
B69,1925,2024,Lilium sp.,NA,NA,N,herb,2,0.2
B84,1963,2024,Lilium sp.,NA,NA,N,herb,2,0.2
A17,2024,2024,Lilium sp.,NA,NA,N,herb,1,0.2
A21,2000,2024,Lilium sp.,NA,NA,N,herb,2,0.2
A05,1383,1969,Linnaea borealis,H,NA,N,herb,4,NA
A10,1304,1969,Linnaea borealis,H,NA,N,herb,3,NA
A23,1553,1969,Linnaea borealis,H,NA,N,herb,3,NA
A51,1638,1969,Linnaea borealis,H,NA,N,herb,3,NA
A52,1589,1969,Linnaea borealis,H,NA,N,herb,3,NA
B71,1690,1969,Linnaea borealis,H,NA,N,herb,7,NA
B78,1774,1969,Linnaea borealis,H,NA,N,herb,2,NA
A05,1383,2024,Linnaea borealis,H,NA,N,herb,3,4
A10,1304,2024,Linnaea borealis,H,NA,N,herb,3,6
A23,1553,2024,Linnaea borealis,H,NA,N,herb,4,20
A51,1638,2024,Linnaea borealis,H,NA,N,herb,3,3
B50,1716,2024,Linnaea borealis,H,NA,N,herb,2,0.2
B71,1690,2024,Linnaea borealis,H,NA,N,herb,2,1
A36,1926,1969,Listera sp.,NA,NA,N,herb,3,NA
B02,1917,1969,Listera sp.,NA,NA,N,herb,2,NA
B48,2072,1969,Listera sp.,NA,NA,N,herb,3,NA
B82,2034,1969,Listera sp.,NA,NA,N,herb,2,NA
B69,1925,1969,Listera sp.,NA,NA,N,herb,2,NA
B70,1826,1969,Listera sp.,NA,NA,N,herb,2,NA
B02,1917,2024,Listera sp.,NA,NA,N,herb,2,0.2
B21,2059,2024,Listera sp.,NA,NA,N,herb,2,0.2
B26,1822,2024,Listera sp.,NA,NA,N,herb,2,0.2
B69,1925,2024,Listera sp.,NA,NA,N,herb,2,0.2
A36,1926,2024,Listera sp.,NA,NA,N,herb,2,0.2
B49,2026,2024,Listera sp.,NA,NA,N,herb,2,0.2
B70,1826,2024,Listera sp.,NA,NA,N,herb,2,0.2
B42,1865,1969,Lithophragma sp.,NA,NA,N,herb,2,NA
A13,1550,2024,Lithophragma sp.,NA,NA,N,herb,2,0.2
B42,1865,2024,Lithophragma sp.,NA,NA,N,herb,2,0.2
A91,1882,2024,Lithophragma sp.,NA,NA,N,herb,2,0.2
A91,1882,1969,Lomatium sp.,NA,NA,N,herb,3,NA
B57,1907,1969,Lomatium sp.,NA,NA,N,herb,3,NA
B61,2380,1969,Lomatium sp.,NA,NA,N,herb,3,NA
A01,1760,2024,Lomatium sp.,NA,NA,N,herb,2,0.2
A92,1830,2024,Lomatium sp.,NA,NA,N,herb,2,0.2
B29,2232,2024,Lomatium sp.,NA,NA,N,herb,2,0.2
A90,1876,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA
B04,2243,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA
B08,2212,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA
B10,2225,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA
B22,2005,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA
B31,2251,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA
B40,2052,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA
B42,1865,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA
B50,1716,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA
B56,1920,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA
B57,1907,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA
B60,2283,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA
B66,2181,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA
B68,1987,1969,Lonicera conjugialis,H,NA,N,shrub,3,NA
B69,1925,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA
B70,1826,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA
B83,1966,1969,Lonicera conjugialis,H,NA,N,shrub,2,NA
A47,1950,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2
A55,2038,2024,Lonicera conjugialis,H,NA,N,shrub,2,1
A62,2135,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2
A63,1971,2024,Lonicera conjugialis,H,NA,N,shrub,3,9
A70,2027,2024,Lonicera conjugialis,H,NA,N,shrub,3,2
A71,2142,2024,Lonicera conjugialis,H,NA,N,shrub,3,3
A85,1940,2024,Lonicera conjugialis,H,NA,N,shrub,2,1
A88,1790,2024,Lonicera conjugialis,H,NA,N,shrub,2,3
A89,1809,2024,Lonicera conjugialis,H,NA,N,shrub,2,1
A90,1876,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2
A94,2094,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2
B04,2243,2024,Lonicera conjugialis,H,NA,N,herb,2,0.2
B07,2260,2024,Lonicera conjugialis,H,NA,N,shrub,1,0.2
B22,2005,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2
B40,2052,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2
B42,1865,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2
B43,1885,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2
B57,1907,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2
B60,2283,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2
B69,1925,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2
B82,2034,2024,Lonicera conjugialis,H,NA,N,shrub,2,0.2
B84,1963,2024,Lonicera conjugialis,H,NA,N,shrub,3,4
B85,2032,2024,Lonicera conjugialis,H,NA,N,shrub,3,2
A62,2135,1969,Lonicera sp.,NA,NA,N,shrub,2,NA
A82,1992,2024,Lonicera sp.,NA,NA,N,shrub,3,2
A92,1830,1969,Lotus sp.,NA,NA,NA,herb,3,NA
A76,2213,1969,Luetkea pectinata,H,NA,N,herb,2,NA
A66,2148,2024,Luetkea pectinata,H,NA,N,herb,2,0.2
B33,2139,1969,Lupinus breweri,I,NA,N,herb,3,NA
A39,2227,2024,Lupinus breweri,I,NA,N,herb,4,10
A98,2235,2024,Lupinus breweri,I,NA,N,herb,4,16
B33,2139,2024,Lupinus breweri,I,NA,N,herb,2,0.2
A14,1668,1969,Lupinus sp.,NA,NA,N,herb,2,NA
A39,2227,1969,Lupinus sp.,NA,NA,N,herb,3,NA
A51,1638,1969,Lupinus sp.,NA,NA,N,herb,2,NA
A52,1589,1969,Lupinus sp.,NA,NA,N,herb,2,NA
A53,1627,1969,Lupinus sp.,NA,NA,N,herb,2,NA
A73,2274,1969,Lupinus sp.,NA,NA,N,herb,1,NA
A98,2235,1969,Lupinus sp.,NA,NA,N,herb,5,NA
B30,2233,1969,Lupinus sp.,NA,NA,N,herb,2,NA
B39,2138,1969,Lupinus sp.,NA,NA,N,herb,4,NA
B46,2183,1969,Lupinus sp.,NA,NA,N,herb,4,NA
B50,1716,1969,Lupinus sp.,NA,NA,N,herb,2,NA
A14,1668,2024,Lupinus sp.,NA,NA,N,herb,2,0.2
A23,1553,2024,Lupinus sp.,NA,NA,N,herb,1,0.2
B39,2138,2024,Lupinus sp.,NA,NA,N,herb,2,0.2
B46,2183,2024,Lupinus sp.,NA,NA,N,herb,3,2
A35,1797,1969,Maianthemum racemosum,I,M,N,herb,2,NA
A93,2043,1969,Maianthemum racemosum,I,M,N,herb,2,NA
A97,2294,1969,Maianthemum racemosum,I,M,N,herb,1,NA
B25,1962,1969,Maianthemum racemosum,I,M,N,herb,3,NA
B42,1865,1969,Maianthemum racemosum,I,M,N,herb,3,NA
B61,2380,1969,Maianthemum racemosum,I,M,N,herb,3,NA
B69,1925,1969,Maianthemum racemosum,I,M,N,herb,2,NA
B84,1963,1969,Maianthemum racemosum,I,M,N,herb,3,NA
B85,2032,1969,Maianthemum racemosum,I,M,N,herb,3,NA
A01,1760,2024,Maianthemum racemosum,I,M,N,herb,2,0.2
A19,2263,2024,Maianthemum racemosum,I,M,N,herb,2,0.2
A35,1797,2024,Maianthemum racemosum,I,M,N,herb,2,0.2
A78,2174,2024,Maianthemum racemosum,I,M,N,herb,2,0.2
A91,1882,2024,Maianthemum racemosum,I,M,N,herb,2,0.2
A92,1830,2024,Maianthemum racemosum,I,M,N,herb,2,0.2
A97,2294,2024,Maianthemum racemosum,I,M,N,herb,2,0.2
B04,2243,2024,Maianthemum racemosum,I,M,N,herb,2,0.2
B05,2347,2024,Maianthemum racemosum,I,M,N,herb,2,0.2
B12,2414,2024,Maianthemum racemosum,I,M,N,herb,2,0.2
B14,2477,2024,Maianthemum racemosum,I,M,N,herb,2,0.2
B43,1885,2024,Maianthemum racemosum,I,M,N,herb,2,0.2
B49,2026,2024,Maianthemum racemosum,I,M,N,herb,2,0.2
A88,1790,1969,Maianthemum sp.,NA,NA,N,herb,2,NA
A82,1992,2024,Maianthemum sp.,NA,NA,N,herb,2,0.2
A88,1790,2024,Maianthemum sp.,NA,NA,N,herb,2,0.2
A90,1876,2024,Maianthemum sp.,NA,NA,N,herb,2,0.2
A96,2280,2024,Maianthemum sp.,NA,NA,N,herb,2,0.2
B02,1917,2024,Maianthemum sp.,NA,NA,N,herb,2,0.2
B69,1925,2024,Maianthemum sp.,NA,NA,N,herb,2,0.2
B82,2034,2024,Maianthemum sp.,NA,NA,N,herb,2,0.2
B85,2032,2024,Maianthemum sp.,NA,NA,N,herb,2,0.2
A17,2024,1969,Maianthemum stellatum,I,H,N,herb,2,NA
A36,1926,1969,Maianthemum stellatum,I,H,N,herb,3,NA
A80,2140,1969,Maianthemum stellatum,I,H,N,herb,2,NA
A86,1921,1969,Maianthemum stellatum,I,H,N,herb,2,NA
A89,1809,1969,Maianthemum stellatum,I,H,N,herb,2,NA
A90,1876,1969,Maianthemum stellatum,I,H,N,herb,2,NA
A97,2294,1969,Maianthemum stellatum,I,H,N,herb,1,NA
B02,1917,1969,Maianthemum stellatum,I,H,N,herb,2,NA
B06,2333,1969,Maianthemum stellatum,I,H,N,herb,2,NA
B12,2414,1969,Maianthemum stellatum,I,H,N,herb,2,NA
B22,2005,1969,Maianthemum stellatum,I,H,N,herb,3,NA
B24,1953,1969,Maianthemum stellatum,I,H,N,herb,3,NA
B26,1822,1969,Maianthemum stellatum,I,H,N,herb,3,NA
B31,2251,1969,Maianthemum stellatum,I,H,N,herb,3,NA
B36,2153,1969,Maianthemum stellatum,I,H,N,herb,3,NA
B42,1865,1969,Maianthemum stellatum,I,H,N,herb,3,NA
B54,1953,1969,Maianthemum stellatum,I,H,N,herb,3,NA
B69,1925,1969,Maianthemum stellatum,I,H,N,herb,2,NA
B70,1826,1969,Maianthemum stellatum,I,H,N,herb,3,NA
A36,1926,2024,Maianthemum stellatum,I,H,N,herb,2,0.2
A41,2270,2024,Maianthemum stellatum,I,H,N,herb,2,0.2
A80,2140,2024,Maianthemum stellatum,I,H,N,herb,2,0.2
A85,1940,2024,Maianthemum stellatum,I,H,N,herb,2,0.2
A89,1809,2024,Maianthemum stellatum,I,H,N,herb,2,0.2
B22,2005,2024,Maianthemum stellatum,I,H,N,herb,2,0.2
B26,1822,2024,Maianthemum stellatum,I,H,N,herb,2,1
B31,2251,2024,Maianthemum stellatum,I,H,N,herb,2,0.2
B36,2153,2024,Maianthemum stellatum,I,H,N,herb,2,1
B42,1865,2024,Maianthemum stellatum,I,H,N,herb,2,0.2
B59,2107,2024,Maianthemum stellatum,I,H,N,herb,2,0.2
B70,1826,2024,Maianthemum stellatum,I,H,N,herb,3,2
B84,1963,2024,Maianthemum stellatum,I,H,N,herb,2,1
A89,1809,1969,Melica sp.,NA,NA,N,herb,3,NA
B69,1925,1969,Melica sp.,NA,NA,N,herb,3,NA
A36,1926,2024,Melica sp.,NA,NA,N,herb,2,0.2
B46,2183,2024,Melica sp.,NA,NA,N,herb,2,0.2
A02,1838,1969,Micranthes sp.,NA,NA,N,herb,3,NA
A41,2270,1969,Micranthes sp.,NA,NA,N,herb,1,NA
A62,2135,1969,Micranthes sp.,NA,NA,N,herb,2,NA
A65,2107,1969,Micranthes sp.,NA,NA,N,herb,3,NA
A66,2148,1969,Micranthes sp.,NA,NA,N,herb,2,NA
A67,2303,1969,Micranthes sp.,NA,NA,N,herb,2,NA
A88,1790,1969,Micranthes sp.,NA,NA,N,herb,2,NA
A89,1809,1969,Micranthes sp.,NA,NA,N,herb,3,NA
A90,1876,1969,Micranthes sp.,NA,NA,N,herb,4,NA
B19,2140,1969,Micranthes sp.,NA,NA,N,herb,2,NA
B34,2212,1969,Micranthes sp.,NA,NA,N,herb,2,NA
B40,2052,1969,Micranthes sp.,NA,NA,N,herb,3,NA
B61,2380,1969,Micranthes sp.,NA,NA,N,herb,3,NA
B66,2181,1969,Micranthes sp.,NA,NA,N,herb,3,NA
B69,1925,1969,Micranthes sp.,NA,NA,N,herb,2,NA
B10,2225,1969,Micranthes sp.,NA,NA,N,herb,3,NA
B10,2225,1969,Micranthes sp.,NA,NA,N,herb,3,NA
A66,2148,2024,Micranthes sp.,NA,NA,N,herb,2,0.2
A55,2038,2024,Micranthes sp.,NA,NA,N,herb,2,1
A66,2148,2024,Micranthes sp.,NA,NA,N,herb,3,2
B08,2212,2024,Micranthes sp.,NA,NA,N,herb,2,0.2
B09,2178,2024,Micranthes sp.,NA,NA,N,herb,2,0.2
B83,1966,2024,Micranthes sp.,NA,NA,N,herb,2,0.2
B08,2212,2024,Micranthes sp.,NA,NA,N,herb,2,0.2
B19,2140,2024,Micranthes sp.,NA,NA,N,herb,2,0.2
A01,1760,2024,Micranthes sp.,NA,NA,N,herb,2,0.2
A02,1838,2024,Micranthes sp.,NA,NA,N,herb,2,0.2
B29,2232,2024,Micranthes sp.,NA,NA,N,herb,2,0.2
A62,2135,2024,Micranthes sp.,NA,NA,N,herb,2,0.2
A65,2107,2024,Micranthes sp.,NA,NA,N,herb,2,0.2
A69,2172,2024,Micranthes sp.,NA,NA,N,herb,2,0.2
A91,1882,2024,Micranthes sp.,NA,NA,N,herb,2,0.2
B40,2052,1969,Mimulus sp. sensu lato,NA,NA,NA,herb,3,NA
B42,1865,1969,Mimulus sp. sensu lato,NA,NA,NA,herb,3,NA
B43,1885,1969,Mimulus sp. sensu lato,NA,NA,NA,herb,3,NA
B58,2075,1969,Mimulus sp. sensu lato,NA,NA,NA,herb,3,NA
B66,2181,1969,Mimulus sp. sensu lato,NA,NA,NA,herb,1,NA
B69,1925,1969,Mimulus sp. sensu lato,NA,NA,NA,herb,2,NA
B68,1987,1969,Mimulus sp. sensu lato,NA,NA,NA,herb,3,NA
B68,1987,1969,Mimulus sp. sensu lato,NA,NA,NA,herb,4,NA
A53,1627,2024,Mimulus sp. sensu lato,NA,NA,NA,herb,2,0.2
A02,1838,2024,Mimulus sp. sensu lato,NA,NA,NA,herb,2,0.2
B68,1987,2024,Mimulus sp. sensu lato,NA,NA,NA,herb,3,3
B59,2107,2024,Mimulus sp. sensu lato,NA,NA,NA,herb,2,0.2
A53,1627,1969,Monardella odoratissima,I,NA,NA,herb,2,NA
A88,1790,1969,Monardella odoratissima,I,NA,NA,herb,2,NA
A89,1809,1969,Monardella odoratissima,I,NA,NA,herb,2,NA
A91,1882,1969,Monardella odoratissima,I,NA,NA,herb,3,NA
A97,2294,1969,Monardella odoratissima,I,NA,NA,herb,3,NA
A98,2235,1969,Monardella odoratissima,I,NA,NA,herb,3,NA
B05,2347,1969,Monardella odoratissima,I,NA,NA,herb,3,NA
B12,2414,1969,Monardella odoratissima,I,NA,NA,herb,3,NA
B22,2005,1969,Monardella odoratissima,I,NA,NA,herb,3,NA
B24,1953,1969,Monardella odoratissima,I,NA,NA,herb,3,NA
B30,2233,1969,Monardella odoratissima,I,NA,NA,herb,5,NA
B31,2251,1969,Monardella odoratissima,I,NA,NA,herb,4,NA
B36,2153,1969,Monardella odoratissima,I,NA,NA,herb,3,NA
B37,2104,1969,Monardella odoratissima,I,NA,NA,herb,1,NA
B39,2138,1969,Monardella odoratissima,I,NA,NA,herb,4,NA
B40,2052,1969,Monardella odoratissima,I,NA,NA,herb,3,NA
B43,1885,1969,Monardella odoratissima,I,NA,NA,herb,3,NA
B57,1907,1969,Monardella odoratissima,I,NA,NA,herb,3,NA
B58,2075,1969,Monardella odoratissima,I,NA,NA,herb,4,NA
B61,2380,1969,Monardella odoratissima,I,NA,NA,herb,3,NA
B65,2142,1969,Monardella odoratissima,I,NA,NA,herb,3,NA
B66,2181,1969,Monardella odoratissima,I,NA,NA,herb,1,NA
B76,1889,1969,Monardella odoratissima,I,NA,NA,herb,2,NA
B84,1963,1969,Monardella odoratissima,I,NA,NA,herb,2,NA
C01,2162,1969,Monardella odoratissima,I,NA,NA,herb,2,NA
A19,2263,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
A38,2048,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
A40,2285,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
A41,2270,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
A59,2220,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
A63,1971,2024,Monardella odoratissima,I,NA,NA,herb,1,0.2
A74,2345,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
A80,2140,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
A81,2004,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
A85,1940,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
A90,1876,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
A91,1882,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
B05,2347,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
B06,2333,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
B07,2260,2024,Monardella odoratissima,I,NA,NA,herb,1,0.2
B12,2414,2024,Monardella odoratissima,I,NA,NA,herb,2,1
B21,2059,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
B22,2005,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
B29,2232,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
B30,2233,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
B31,2251,2024,Monardella odoratissima,I,NA,NA,herb,3,8
B36,2153,2024,Monardella odoratissima,I,NA,NA,herb,2,1
B37,2104,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
B39,2138,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
B43,1885,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
B46,2183,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
B57,1907,2024,Monardella odoratissima,I,NA,NA,herb,2,0.2
B58,2075,2024,Monardella odoratissima,I,NA,NA,herb,2,1
B81,2190,2024,Monardella odoratissima,I,NA,NA,herb,2,1
A35,1797,1969,Montia parvifolia,I,NA,NA,herb,2,NA
A88,1790,1969,Montia parvifolia,I,NA,NA,herb,2,NA
A89,1809,1969,Montia parvifolia,I,NA,NA,herb,3,NA
A90,1876,1969,Montia parvifolia,I,NA,NA,herb,3,NA
A91,1882,1969,Montia parvifolia,I,NA,NA,herb,2,NA
A92,1830,1969,Montia parvifolia,I,NA,NA,herb,3,NA
A93,2043,1969,Montia parvifolia,I,NA,NA,herb,3,NA
B10,2225,1969,Montia parvifolia,I,NA,NA,herb,3,NA
B19,2140,1969,Montia parvifolia,I,NA,NA,herb,2,NA
B42,1865,1969,Montia parvifolia,I,NA,NA,herb,3,NA
B43,1885,1969,Montia parvifolia,I,NA,NA,herb,2,NA
B57,1907,1969,Montia parvifolia,I,NA,NA,herb,3,NA
B58,2075,1969,Montia parvifolia,I,NA,NA,herb,3,NA
B59,2107,1969,Montia parvifolia,I,NA,NA,herb,3,NA
B60,2283,1969,Montia parvifolia,I,NA,NA,herb,3,NA
B65,2142,1969,Montia parvifolia,I,NA,NA,herb,2,NA
B66,2181,1969,Montia parvifolia,I,NA,NA,herb,1,NA
A01,1760,2024,Montia parvifolia,I,NA,NA,herb,2,1
A35,1797,2024,Montia parvifolia,I,NA,NA,herb,2,0.2
A91,1882,2024,Montia parvifolia,I,NA,NA,herb,2,1
B19,2140,2024,Montia parvifolia,I,NA,NA,herb,2,0.2
B42,1865,2024,Montia parvifolia,I,NA,NA,herb,2,0.2
B58,2075,2024,Montia parvifolia,I,NA,NA,herb,1,0.2
B59,2107,2024,Montia parvifolia,I,NA,NA,herb,2,0.2
B60,2283,2024,Montia parvifolia,I,NA,NA,herb,2,0.2
B83,1966,2024,Montia parvifolia,I,NA,NA,herb,2,0.2
B85,2032,2024,Montia parvifolia,I,NA,NA,herb,2,0.2
B10,2225,1969,Montia sp.,NA,NA,NA,herb,3,NA
B29,2232,1969,Montia sp.,NA,NA,NA,herb,3,NA
B40,2052,1969,Montia sp.,NA,NA,NA,herb,2,NA
B42,1865,1969,Montia sp.,NA,NA,NA,herb,3,NA
B42,1865,1969,Montia sp.,NA,NA,NA,herb,3,NA
A05,1383,1969,Myosotis sp.,NA,NA,N,herb,3,NA
A89,1809,1969,Myosotis sp.,NA,NA,N,herb,3,NA
A90,1876,1969,Myosotis sp.,NA,NA,N,herb,4,NA
B36,2153,1969,Myosotis sp.,NA,NA,N,herb,3,NA
B40,2052,1969,Myosotis sp.,NA,NA,N,herb,4,NA
B58,2075,1969,Myosotis sp.,NA,NA,N,herb,3,NA
A89,1809,2024,Myosotis sp.,NA,NA,N,herb,1,0.2
B40,2052,2024,Myosotis sp.,NA,NA,N,herb,2,0.2
A02,1838,1969,Myriopteris gracillima,I,NA,N,herb,1,NA
A35,1797,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
A38,2048,1969,Myriopteris gracillima,I,NA,N,herb,2,NA
A40,2285,1969,Myriopteris gracillima,I,NA,N,herb,2,NA
A41,2270,1969,Myriopteris gracillima,I,NA,N,herb,2,NA
A50,1803,1969,Myriopteris gracillima,I,NA,N,herb,2,NA
A60,2235,1969,Myriopteris gracillima,I,NA,N,herb,1,NA
A61,2248,1969,Myriopteris gracillima,I,NA,N,herb,2,NA
A62,2135,1969,Myriopteris gracillima,I,NA,N,herb,1,NA
A69,2172,1969,Myriopteris gracillima,I,NA,N,herb,2,NA
A73,2274,1969,Myriopteris gracillima,I,NA,N,herb,2,NA
A74,2345,1969,Myriopteris gracillima,I,NA,N,herb,1,NA
A79,2127,1969,Myriopteris gracillima,I,NA,N,herb,1,NA
A80,2140,1969,Myriopteris gracillima,I,NA,N,herb,2,NA
A88,1790,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
A89,1809,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
A90,1876,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
A91,1882,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
A92,1830,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
A93,2043,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
A96,2280,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
A97,2294,1969,Myriopteris gracillima,I,NA,N,herb,1,NA
B10,2225,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
B12,2414,1969,Myriopteris gracillima,I,NA,N,herb,2,NA
B17,2261,1969,Myriopteris gracillima,I,NA,N,herb,2,NA
B19,2140,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
B20,2127,1969,Myriopteris gracillima,I,NA,N,herb,2,NA
B29,2232,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
B33,2139,1969,Myriopteris gracillima,I,NA,N,herb,2,NA
B35,2178,1969,Myriopteris gracillima,I,NA,N,herb,2,NA
B36,2153,1969,Myriopteris gracillima,I,NA,N,herb,2,NA
B40,2052,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
B52,1913,1969,Myriopteris gracillima,I,NA,N,herb,2,NA
B57,1907,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
B58,2075,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
B59,2107,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
B60,2283,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
B61,2380,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
B65,2142,1969,Myriopteris gracillima,I,NA,N,herb,3,NA
