Plot,Year,Species,SpeciesCode,Layer1,layer2,Class ,Cover,
A47,2015,Abies magnifica,ABMA,TREE,SAP,4,17.5,
A47,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
A49,2015,Abies magnifica,ABMA,TREE,CAN,1,1,
A49,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A49,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A50,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
A50,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A51,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
A51,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A51,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A52,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A52,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A55,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
A55,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A57,2015,Abies magnifica,ABMA,TREE,CAN,6,62.5,
A57,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A57,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A59,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A59,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
A60,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
A60,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A61,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
A61,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A62,2015,Abies magnifica,ABMA,TREE,CAN,1,1,
A62,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A63,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
A63,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A63,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A64,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
A64,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A64,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A65,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
A65,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A65,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A66,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A66,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A67,2015,Abies magnifica,ABMA,TREE,CAN,1,1,
A67,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A67,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A69,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A69,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A70,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
A70,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A71,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
A71,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A71,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A72,2015,Abies magnifica,ABMA,TREE,CAN,5,37.5,
A72,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A73,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
A73,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A73,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
A74,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
A74,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A74,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A75,2015,Abies magnifica,ABMA,TREE,CAN,5,37.5,
A75,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A75,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
A76,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
A76,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A78,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
A78,2015,Abies magnifica,ABMA,TREE,SAP,4,17.5,
A78,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
A79,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
A79,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A79,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A80,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
A80,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A80,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
A81,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
A81,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A81,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
A82,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
A82,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A82,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A83,2015,Abies magnifica,ABMA,TREE,CAN,5,37.5,
A83,2015,Abies magnifica,ABMA,TREE,SAP,4,17.5,
A83,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
A84,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
A84,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A85,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
A85,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A85,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A86,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
A86,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A86,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
A87,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
A87,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A88,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
A88,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A89,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
A89,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A90,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
A90,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A90,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
A91,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
A92,2015,Abies magnifica,ABMA,TREE,SAP,1,1,
A93,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
A93,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A93,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A94,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
A94,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A94,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A96,2015,Abies magnifica,ABMA,TREE,CAN,5,37.5,
A96,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A96,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
A97,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
A97,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
A97,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
A98,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
A98,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A98,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
A99,2015,Abies magnifica,ABMA,TREE,CAN,6,62.5,
A99,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
A99,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B02,2015,Abies magnifica,ABMA,TREE,CAN,5,37.5,
B02,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B03,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B03,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B03,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B04,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
B04,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B05,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B05,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B05,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B06,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B06,2015,Abies magnifica,ABMA,TREE,SAP,4,17.5,
B06,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B07,2015,Abies magnifica,ABMA,TREE,CAN,1,1,
B07,2015,Abies magnifica,ABMA,TREE,SAP,1,1,
B08,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B08,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B08,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B09,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B09,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B09,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B10,2015,Abies magnifica,ABMA,TREE,SEED,1,1,
B11,2015,Abies magnifica,ABMA,TREE,CAN,7,87.5,
B11,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B11,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B12,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B12,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B12,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B14,2015,Abies magnifica,ABMA,TREE,CAN,1,1,
B14,2015,Abies magnifica,ABMA,TREE,SAP,1,1,
B16,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B16,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B17,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B17,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B17,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B19,2015,Abies magnifica,ABMA,TREE,SEED,1,1,
B20,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B20,2015,Abies magnifica,ABMA,TREE,SAP,4,17.5,
B20,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B21,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B21,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B21,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B22,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B22,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B22,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B24,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B25,2015,Abies magnifica,ABMA,TREE,CAN,1,1,
B25,2015,Abies magnifica,ABMA,TREE,SAP,1,1,
B25,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B26,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B26,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B27,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
B27,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B29,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
B29,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B29,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B30,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B30,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B30,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B31,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B31,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B31,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B32,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B33,2015,Abies magnifica,ABMA,TREE,SAP,1,1,
B33,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B34,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B34,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B35,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B35,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B35,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B36,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B36,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B36,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B37,2015,Abies magnifica,ABMA,TREE,CAN,6,62.5,
B37,2015,Abies magnifica,ABMA,TREE,SAP,4,17.5,
B37,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B39,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B39,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B39,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B40,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B40,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B40,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B41,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
B41,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B41,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B42,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B42,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B43,2015,Abies magnifica,ABMA,TREE,CAN,5,37.5,
B43,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B48,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B48,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B48,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B49,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B49,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B49,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B52,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
B52,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B52,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B53,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
B53,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B53,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B54,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B56,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B56,2015,Abies magnifica,ABMA,TREE,SAP,4,17.5,
B56,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B57,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
B57,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B57,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B58,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
B58,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B59,2015,Abies magnifica,ABMA,TREE,SEED,1,1,
B60,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B61,2015,Abies magnifica,ABMA,TREE,CAN,1,1,
B61,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B63,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B63,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B63,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B65,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
B65,2015,Abies magnifica,ABMA,TREE,SAP,1,1,
B66,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B66,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B68,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B69,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B69,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B70,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B71,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B71,2015,Abies magnifica,ABMA,TREE,SEED,1,1,
B72,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B72,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B72,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B74,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B74,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B76,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B76,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B76,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B77,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
B77,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B77,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B78,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
B78,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B78,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
B81,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B81,2015,Abies magnifica,ABMA,TREE,SAP,4,17.5,
B81,2015,Abies magnifica,ABMA,TREE,SEED,4,17.5,
B82,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B82,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B83,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
B84,2015,Abies magnifica,ABMA,TREE,CAN,2,3,
B84,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B85,2015,Abies magnifica,ABMA,TREE,CAN,4,17.5,
B85,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
B85,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
B86,2015,Abies magnifica,ABMA,TREE,CAN,3,7,
B86,2015,Abies magnifica,ABMA,TREE,SAP,2,3,
B86,2015,Abies magnifica,ABMA,TREE,SEED,2,3,
C01,2015,Abies magnifica,ABMA,TREE,CAN,5,37.5,
C01,2015,Abies magnifica,ABMA,TREE,SAP,3,7,
C01,2015,Abies magnifica,ABMA,TREE,SEED,3,7,
A05,1969,Calocedrus decurrens,CADE,TREE,CAN,2,3,
A05,1969,Calocedrus decurrens,CADE,TREE,SEED,2,3,
A08,1969,Calocedrus decurrens,CADE,TREE,SAP,5,37.5,
A08,1969,Calocedrus decurrens,CADE,TREE,SEED,3,7,
A10,1969,Calocedrus decurrens,CADE,TREE,CAN,4,17.5,
A13,1969,Calocedrus decurrens,CADE,TREE,CAN,3,7,
A13,1969,Calocedrus decurrens,CADE,TREE,SAP,3,7,
A13,1969,Calocedrus decurrens,CADE,TREE,SEED,3,7,
A14,1969,Calocedrus decurrens,CADE,TREE,CAN,3,7,
A14,1969,Calocedrus decurrens,CADE,TREE,SEED,3,7,
A30,1969,Calocedrus decurrens,CADE,TREE,CAN,3,7,
A31,1969,Calocedrus decurrens,CADE,TREE,SEED,2,3,
A32,1969,Calocedrus decurrens,CADE,TREE,CAN,2,3,
A35,1969,Calocedrus decurrens,CADE,TREE,CAN,3,7,
A35,1969,Calocedrus decurrens,CADE,TREE,SAP,4,17.5,
A35,1969,Calocedrus decurrens,CADE,TREE,SEED,3,7,
A37,1969,Calocedrus decurrens,CADE,TREE,SAP,3,7,
A49,1969,Calocedrus decurrens,CADE,TREE,SAP,1,1,
A51,1969,Calocedrus decurrens,CADE,TREE,CAN,2,3,
A51,1969,Calocedrus decurrens,CADE,TREE,SAP,2,3,
A51,1969,Calocedrus decurrens,CADE,TREE,SEED,2,3,
A52,1969,Calocedrus decurrens,CADE,TREE,CAN,3,7,
A52,1969,Calocedrus decurrens,CADE,TREE,SEED,3,7,
A53,1969,Calocedrus decurrens,CADE,TREE,CAN,3,7,
A53,1969,Calocedrus decurrens,CADE,TREE,SAP,4,17.5,
A53,1969,Calocedrus decurrens,CADE,TREE,SEED,3,7,
B02,1969,Calocedrus decurrens,CADE,TREE,SAP,1,1,
B50,1969,Calocedrus decurrens,CADE,TREE,CAN,2,3,
B59,1969,Calocedrus decurrens,CADE,TREE,SAP,1,1,
B88,1969,Calocedrus decurrens,CADE,TREE,CAN,4,17.5,
B88,1969,Calocedrus decurrens,CADE,TREE,SAP,4,17.5,
B88,1969,Calocedrus decurrens,CADE,TREE,SEED,3,7,
B99,1969,Calocedrus decurrens,CADE,TREE,CAN,4,17.5,
B99,1969,Calocedrus decurrens,CADE,TREE,SAP,3,7,
B99,1969,Calocedrus decurrens,CADE,TREE,SEED,3,7,
A02,2015,Calocedrus decurrens,CADE,TREE,SEED,1,1,
A05,2015,Calocedrus decurrens,CADE,TREE,CAN,3,7,
A05,2015,Calocedrus decurrens,CADE,TREE,SEED,2,3,
A08,2015,Calocedrus decurrens,CADE,TREE,CAN,2,3,
A08,2015,Calocedrus decurrens,CADE,TREE,SAP,3,7,
A08,2015,Calocedrus decurrens,CADE,TREE,SEED,3,7,
A10,2015,Calocedrus decurrens,CADE,TREE,CAN,3,7,
A13,2015,Calocedrus decurrens,CADE,TREE,CAN,3,7,
A13,2015,Calocedrus decurrens,CADE,TREE,SAP,2,3,
A13,2015,Calocedrus decurrens,CADE,TREE,SEED,2,3,
A14,2015,Calocedrus decurrens,CADE,TREE,CAN,3,7,
A30,2015,Calocedrus decurrens,CADE,TREE,SAP,2,3,
A30,2015,Calocedrus decurrens,CADE,TREE,SEED,2,3,
A35,2015,Calocedrus decurrens,CADE,TREE,CAN,4,17.5,
A35,2015,Calocedrus decurrens,CADE,TREE,SAP,2,3,
A35,2015,Calocedrus decurrens,CADE,TREE,SEED,2,3,
A36,2015,Calocedrus decurrens,CADE,TREE,SAP,2,3,
A36,2015,Calocedrus decurrens,CADE,TREE,SEED,2,3,
A37,2015,Calocedrus decurrens,CADE,TREE,CAN,3,7,
A37,2015,Calocedrus decurrens,CADE,TREE,SAP,2,3,
A37,2015,Calocedrus decurrens,CADE,TREE,SEED,3,7,
A49,2015,Calocedrus decurrens,CADE,TREE,SAP,1,1,
A52,2015,Calocedrus decurrens,CADE,TREE,CAN,2,3,
A52,2015,Calocedrus decurrens,CADE,TREE,SAP,2,3,
A52,2015,Calocedrus decurrens,CADE,TREE,SEED,2,3,
A53,2015,Calocedrus decurrens,CADE,TREE,CAN,3,7,
A91,2015,Calocedrus decurrens,CADE,TREE,CAN,2,3,
B02,2015,Calocedrus decurrens,CADE,TREE,CAN,1,1,
B43,2015,Calocedrus decurrens,CADE,TREE,CAN,1,1,
B50,2015,Calocedrus decurrens,CADE,TREE,CAN,4,17.5,
B50,2015,Calocedrus decurrens,CADE,TREE,SAP,2,3,
B50,2015,Calocedrus decurrens,CADE,TREE,SEED,2,3,
B59,2015,Calocedrus decurrens,CADE,TREE,SAP,1,1,
B60,2015,Calocedrus decurrens,CADE,TREE,SAP,1,1,
B88,2015,Calocedrus decurrens,CADE,TREE,CAN,3,7,
B88,2015,Calocedrus decurrens,CADE,TREE,SAP,2,3,
B88,2015,Calocedrus decurrens,CADE,TREE,SEED,3,7,
B99,2015,Calocedrus decurrens,CADE,TREE,CAN,3,7,
B99,2015,Calocedrus decurrens,CADE,TREE,SEED,2,3,
A01,1969,Picea breweri,PICBRE,TREE,SAP,1,1,
A18,1969,Picea breweri,PICBRE,TREE,SAP,1,1,c
A19,1969,Picea breweri,PICBRE,TREE,CAN,2,3,
A19,1969,Picea breweri,PICBRE,TREE,SAP,2,3,
A19,1969,Picea breweri,PICBRE,TREE,SEED,2,3,
A24,1969,Picea breweri,PICBRE,TREE,CAN,2,3,
A24,1969,Picea breweri,PICBRE,TREE,SAP,3,7,
A24,1969,Picea breweri,PICBRE,TREE,SEED,2,3,
A25,1969,Picea breweri,PICBRE,TREE,SAP,2,3,
A25,1969,Picea breweri,PICBRE,TREE,SEED,1,1,
A26,1969,Picea breweri,PICBRE,TREE,CAN,5,37.5,
A26,1969,Picea breweri,PICBRE,TREE,SAP,2,3,
A26,1969,Picea breweri,PICBRE,TREE,SEED,1,1,
A27,1969,Picea breweri,PICBRE,TREE,CAN,5,37.5,
A27,1969,Picea breweri,PICBRE,TREE,SAP,3,7,
A27,1969,Picea breweri,PICBRE,TREE,SEED,2,3,
A28,1969,Picea breweri,PICBRE,TREE,CAN,6,62.5,
A28,1969,Picea breweri,PICBRE,TREE,SAP,3,7,
A28,1969,Picea breweri,PICBRE,TREE,SEED,2,3,
A29,1969,Picea breweri,PICBRE,TREE,CAN,5,37.5,
A29,1969,Picea breweri,PICBRE,TREE,SAP,3,7,
A29,1969,Picea breweri,PICBRE,TREE,SEED,2,3,
A33,1969,Picea breweri,PICBRE,TREE,CAN,3,7,
A33,1969,Picea breweri,PICBRE,TREE,SAP,4,17.5,
A33,1969,Picea breweri,PICBRE,TREE,SEED,3,7,
A34,1969,Picea breweri,PICBRE,TREE,CAN,2,3,
A34,1969,Picea breweri,PICBRE,TREE,SAP,4,17.5,
A34,1969,Picea breweri,PICBRE,TREE,SEED,3,7,
A35,1969,Picea breweri,PICBRE,TREE,CAN,4,17.5,
A35,1969,Picea breweri,PICBRE,TREE,SAP,4,17.5,
A35,1969,Picea breweri,PICBRE,TREE,SEED,3,7,
A47,1969,Picea breweri,PICBRE,TREE,CAN,2,3,
A47,1969,Picea breweri,PICBRE,TREE,SEED,2,3,
A49,1969,Picea breweri,PICBRE,TREE,CAN,3,7,
A49,1969,Picea breweri,PICBRE,TREE,SAP,3,7,
A49,1969,Picea breweri,PICBRE,TREE,SEED,2,3,
A50,1969,Picea breweri,PICBRE,TREE,CAN,2,3,
A50,1969,Picea breweri,PICBRE,TREE,SAP,2,3,
A50,1969,Picea breweri,PICBRE,TREE,SEED,2,3,
A51,1969,Picea breweri,PICBRE,TREE,CAN,3,7,
A51,1969,Picea breweri,PICBRE,TREE,SAP,2,3,
A51,1969,Picea breweri,PICBRE,TREE,SEED,2,3,
A52,1969,Picea breweri,PICBRE,TREE,CAN,3,7,
A52,1969,Picea breweri,PICBRE,TREE,SEED,2,3,
A62,1969,Picea breweri,PICBRE,TREE,CAN,3,7,
A62,1969,Picea breweri,PICBRE,TREE,SAP,2,3,
A62,1969,Picea breweri,PICBRE,TREE,SEED,1,1,
A63,1969,Picea breweri,PICBRE,TREE,SAP,2,3,
A73,1969,Picea breweri,PICBRE,TREE,CAN,3,7,
A80,1969,Picea breweri,PICBRE,TREE,CAN,2,3,
A80,1969,Picea breweri,PICBRE,TREE,SAP,2,3,
A83,1969,Picea breweri,PICBRE,TREE,CAN,3,7,
A83,1969,Picea breweri,PICBRE,TREE,SAP,2,3,
A86,1969,Picea breweri,PICBRE,TREE,SAP,2,3,
A89,1969,Picea breweri,PICBRE,TREE,CAN,2,3,
A90,1969,Picea breweri,PICBRE,TREE,CAN,2,3,
A91,1969,Picea breweri,PICBRE,TREE,CAN,2,3,
B03,1969,Picea breweri,PICBRE,TREE,CAN,3,7,
B08,1969,Picea breweri,PICBRE,TREE,CAN,3,7,
B08,1969,Picea breweri,PICBRE,TREE,SAP,3,7,
B08,1969,Picea breweri,PICBRE,TREE,SEED,2,3,
B09,1969,Picea breweri,PICBRE,TREE,CAN,3,7,
B09,1969,Picea breweri,PICBRE,TREE,SAP,3,7,
B09,1969,Picea breweri,PICBRE,TREE,SEED,2,3,
B19,1969,Picea breweri,PICBRE,TREE,CAN,2,3,
B19,1969,Picea breweri,PICBRE,TREE,SAP,2,3,
B19,1969,Picea breweri,PICBRE,TREE,SEED,2,3,
B21,1969,Picea breweri,PICBRE,TREE,CAN,2,3,
B25,1969,Picea breweri,PICBRE,TREE,CAN,2,3,
B33,1969,Picea breweri,PICBRE,TREE,SAP,1,1,
B34,1969,Picea breweri,PICBRE,TREE,CAN,2,3,
B34,1969,Picea breweri,PICBRE,TREE,SAP,3,7,
B34,1969,Picea breweri,PICBRE,TREE,SEED,2,3,
B41,1969,Picea breweri,PICBRE,TREE,CAN,3,7,
B41,1969,Picea breweri,PICBRE,TREE,SAP,3,7,
B41,1969,Picea breweri,PICBRE,TREE,SEED,3,7,
B50,1969,Picea breweri,PICBRE,TREE,CAN,4,17.5,
B50,1969,Picea breweri,PICBRE,TREE,SAP,3,7,
B50,1969,Picea breweri,PICBRE,TREE,SEED,3,7,
B52,1969,Picea breweri,PICBRE,TREE,CAN,3,7,
B52,1969,Picea breweri,PICBRE,TREE,SAP,4,17.5,
